1,01101,札幌市中央区
1,01102,札幌市北区
1,01103,札幌市東区
1,01104,札幌市白石区
1,01105,札幌市豊平区
1,01106,札幌市南区
1,01107,札幌市西区
1,01108,札幌市厚別区
1,01109,札幌市手稲区
1,01110,札幌市清田区
4,04101,仙台市青葉区
4,04102,仙台市宮城野区
4,04103,仙台市若林区
4,04104,仙台市太白区
4,04105,仙台市泉区
11,11101,さいたま市西区
11,11102,さいたま市北区
11,11103,さいたま市大宮区
11,11104,さいたま市見沼区
11,11105,さいたま市中央区
11,11106,さいたま市桜区
11,11107,さいたま市浦和区
11,11108,さいたま市南区
11,11109,さいたま市緑区
11,11110,さいたま市岩槻区
12,12101,千葉市中央区
12,12102,千葉市花見川区
12,12103,千葉市稲毛区
12,12104,千葉市若葉区
12,12105,千葉市緑区
12,12106,千葉市美浜区
14,14101,横浜市鶴見区
14,14102,横浜市神奈川区
14,14103,横浜市西区
14,14104,横浜市中区
14,14105,横浜市南区
14,14106,横浜市保土ケ谷区
14,14107,横浜市磯子区
14,14108,横浜市金沢区
14,14109,横浜市港北区
14,14110,横浜市戸塚区
14,14111,横浜市港南区
14,14112,横浜市旭区
14,14113,横浜市緑区
14,14114,横浜市瀬谷区
14,14115,横浜市栄区
14,14116,横浜市泉区
14,14117,横浜市青葉区
14,14118,横浜市都筑区
14,14131,川崎市川崎区
14,14132,川崎市幸区
14,14133,川崎市中原区
14,14134,川崎市高津区
14,14135,川崎市多摩区
14,14136,川崎市宮前区
14,14137,川崎市麻生区
14,14151,相模原市緑区
14,14152,相模原市中央区
14,14153,相模原市南区
15,15101,新潟市北区
15,15102,新潟市東区
15,15103,新潟市中央区
15,15104,新潟市江南区
15,15105,新潟市秋葉区
15,15106,新潟市南区
15,15107,新潟市西区
15,15108,新潟市西蒲区
22,22101,静岡市葵区
22,22102,静岡市駿河区
22,22103,静岡市清水区
22,22131,浜松市中区
22,22132,浜松市東区
22,22133,浜松市西区
22,22134,浜松市南区
22,22135,浜松市北区
22,22136,浜松市浜北区
22,22137,浜松市天竜区
23,23101,名古屋市千種区
23,23102,名古屋市東区
23,23103,名古屋市北区
23,23104,名古屋市西区
23,23105,名古屋市中村区
23,23106,名古屋市中区
23,23107,名古屋市昭和区
23,23108,名古屋市瑞穂区
23,23109,名古屋市熱田区
23,23110,名古屋市中川区
23,23111,名古屋市港区
23,23112,名古屋市南区
23,23113,名古屋市守山区
23,23114,名古屋市緑区
23,23115,名古屋市名東区
23,23116,名古屋市天白区
26,26101,京都市北区
26,26102,京都市上京区
26,26103,京都市左京区
26,26104,京都市中京区
26,26105,京都市東山区
26,26106,京都市下京区
26,26107,京都市南区
26,26108,京都市右京区
26,26109,京都市伏見区
26,26110,京都市山科区
26,26111,京都市西京区
27,27102,大阪市都島区
27,27103,大阪市福島区
27,27104,大阪市此花区
27,27106,大阪市西区
27,27107,大阪市港区
27,27108,大阪市大正区
27,27109,大阪市天王寺区
27,27111,大阪市浪速区
27,27113,大阪市西淀川区
27,27114,大阪市東淀川区
27,27115,大阪市東成区
27,27116,大阪市生野区
27,27117,大阪市旭区
27,27118,大阪市城東区
27,27119,大阪市阿倍野区
27,27120,大阪市住吉区
27,27121,大阪市東住吉区
27,27122,大阪市西成区
27,27123,大阪市淀川区
27,27124,大阪市鶴見区
27,27125,大阪市住之江区
27,27126,大阪市平野区
27,27127,大阪市北区
27,27128,大阪市中央区
27,27141,堺市堺区
27,27142,堺市中区
27,27143,堺市東区
27,27144,堺市西区
27,27145,堺市南区
27,27146,堺市北区
27,27147,堺市美原区
28,28101,神戸市東灘区
28,28102,神戸市灘区
28,28105,神戸市兵庫区
28,28106,神戸市長田区
28,28107,神戸市須磨区
28,28108,神戸市垂水区
28,28109,神戸市北区
28,28110,神戸市中央区
28,28111,神戸市西区
33,33101,岡山市北区
33,33102,岡山市中区
33,33103,岡山市東区
33,33104,岡山市南区
34,34101,広島市中区
34,34102,広島市東区
34,34103,広島市南区
34,34104,広島市西区
34,34105,広島市安佐南区
34,34106,広島市安佐北区
34,34107,広島市安芸区
34,34108,広島市佐伯区
40,40101,北九州市門司区
40,40103,北九州市若松区
40,40105,北九州市戸畑区
40,40106,北九州市小倉北区
40,40107,北九州市小倉南区
40,40108,北九州市八幡東区
40,40109,北九州市八幡西区
40,40131,福岡市東区
40,40132,福岡市博多区
40,40133,福岡市中央区
40,40134,福岡市南区
40,40135,福岡市西区
40,40136,福岡市城南区
40,40137,福岡市早良区
43,43101,熊本市中央区
43,43102,熊本市東区
43,43103,熊本市西区
43,43104,熊本市南区
43,43105,熊本市北区
